type,title,director,cast,country,release_year,rating,duration,listed_in,comp_time,imdb
Movie,Sinbad: Where U Been?,Chuck Vinson,"Sinbad, etc",N/A,2010,16+,90 min,Arts,90,7.0
Movie,Secret Voices,Rodolfo Carnevale,"Martina Gusman, etc",N/A,2020,18+,83 min,Drama,83,6.8
Movie,Savitri,Pavan Sadineni,"Nara Rohit, etc",N/A,2016,13+,124 min,Romance,124,6.2
Movie,Rupaye Dus Karod,Sikander Bharti,"Rajesh Khanna, etc",N/A,1991,13+,139 min,Action,139,5.0
Movie,Pulanaivu,Shalini Balasundaram,"Datin Sri Shaila v Nair, etc",N/A,2019,13+,116 min,Action,116,5.0
Movie,Poor Liza,Slava Tsukerman,"Lee Grant, etc",N/A,2000,18+,105 min,Drama,105,5.3
Movie,Out of Time,Connor Ciecko,"Jeremy Poynton, etc",N/A,2021,13+,21 min,Action,21,5.3
Movie,Mitwaa,Swapna Waghmare Joshi,"Swapnil Joshi, etc",N/A,2015,13+,130 min,Romance,130,5.0
Movie,Lost in Thailand,Zheng Xu,"Zheng Xu, etc",N/A,2014,13+,105 min,Comedy,105,6.0
TV Show,LooLoo Kids,N/A,"LooLoo Kids, etc",N/A,2021,ALL,1 Season,Animation,200,7.8
TV Show,LOL - Last One Laughing Spain,N/A,"Santiago Segura, etc",N/A,2021,16+,1 Season,Comedy,200,7.2
Movie,Itwaar,Rahul Srivastava,"Kumud Mishra, etc",N/A,2021,13+,15 min,Comedy,15,4.4
Movie,Gintama,Yûichi Fukuda,"Shun Oguri, etc",N/A,2018,7+,131 min,Action,131,3.1
Movie,Gaurav Gupta: Market Down Hai,Neville Shah,"Gaurav Gupta, etc",N/A,2021,13+,50 min,Comedy,50,6.7
TV Show,Finding You,N/A,"Chris Murphy Smith, etc",N/A,2021,18+,1 Season,LGBTQ,200,5.0
Movie,Egypt's Lost Queens,Ian A. Hunt,"Joann Fletcher, etc",N/A,2015,ALL,59 min,Documentary,59,5.3
Movie,Darken,Audrey Cummings,"Bea Santos, etc",N/A,2017,13+,86 min,Horror,86,5.0
Movie,Dandupalya 2,Srinivasa Raju,"Pooja Gandhi, etc",N/A,2017,18+,104 min,Drama,104,6.7
Movie,Cut The Rope: Om Nom Stories - Sweet Adventures,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut The Rope, etc",N/A,2021,ALL,49 min,Animation,49,5.0
Movie,College,"James W. Horne, Buster Keaton","Anne Cornwall, etc",N/A,1927,7+,65 min,Comedy,65,4.9
Movie,Classmates,Aditya Sarpotdar,"Ankush Chaudhari, etc",N/A,2015,ALL,155 min,Romance,155,8.1
Movie,A FRIENDSHIP,Abu Nizam,"Abu Nizam, etc",N/A,2021,7+,84 min,Drama,84,7.4
Movie,Wrong Swipe,Matthew Leutwyler,"Anna Hutchison, etc",N/A,2016,NR,86 min,Suspense,86,7.1
Movie,Wildcat,Frank McDonald,"Richard Arlen, etc",N/A,1942,13+,76 min,Action,76,5.8
Movie,Viswadabhirama,"SURESH KAASI, SURENDRA, ASHOK","Chitam srinu, etc",N/A,2021,18+,103 min,Action,103,5.0
Movie,The Wrong Car,"MarVista Entertainment,  Inc.","Danielle Savre, etc",N/A,2016,NR,87 min,Suspense,87,5.8
Movie,The Purple Night,Pavan Kumar Rajamahendravarapu,"Ratnesh Rai, etc",N/A,2021,18+,58 min,Action,58,7.4
Movie,The Perfect Daughter,Brian Herzlinger,"Brady Smith, etc",N/A,2016,NR,93 min,Drama,93,7.1
Movie,The Kung Fu Master,ABRID SHINE,"NEETA PILLAI, etc",N/A,2020,16+,120 min,Action,120,4.8
Movie,The Buddha,David Grubin,"Blair Brown, etc",N/A,2010,NR,113 min,Documentary,113,5.0
Movie,Terror at Bigfoot Pond,David Rambaldi,"Emerald Albritton, etc",N/A,2020,18+,82 min,Horror,82,6.7
Movie,Teenage Wasteland,Travis Travieso,"JuliAnna Briscoe, etc",N/A,2018,18+,81 min,Horror,81,6.6
Movie,Step In My Shoes,Anil Charanjeet,"Simran Kaur Mundi, etc",N/A,2021,13+,18 min,Comedy,18,5.0
Movie,Shubh Bol Narya,Satish Randive,"Laxmikant Berde, etc",N/A,1990,ALL,129 min,Comedy,129,5.0
Movie,Restricted Area (Baron Palace),mohamed fikry,"mohamed fikry, etc",N/A,2016,16+,85 min,Horror,85,7.2
Movie,"Raleigh, I Kinda Like You",Tor Ramsey,"Madeline Taylor, etc",N/A,2021,16+,114 min,Comedy,114,7.2
Movie,Quest for the Unicorn,"Jadzia Perez, Leia Perez","Karin Brauns, etc",N/A,2018,18+,75 min,Science Fiction,75,6.6
Movie,Prem Gajra Chilli Chicken,Sharad Malhotra,"Ishtiyak Khan, etc",N/A,2021,18+,19 min,Action,19,5.0
Movie,One Hit From Home,"Johnny Meier, David Aaron Stone","David Aaron Stone, etc",N/A,2012,7+,98 min,Drama,98,6.1
Movie,Nuvvante Pichhe,B Santosh,"Aman Pandy, etc",N/A,2021,16+,103 min,Comedy,103,7.5
Movie,Nora's Hair Salon 3,Rico Harmon,"Miguel Nunez Jr., etc",N/A,2011,16+,74 min,Comedy,74,6.6
Movie,No Witnesses,Robert Roworth,"Paul Antony Rogers, etc",N/A,2020,18+,101 min,Drama,101,5.7
Movie,Nightmare Nurse,Craig Moss,"Sarah Butler, etc",N/A,2016,NR,84 min,Suspense,84,7.4
Movie,Maze,Stephen Burke,"Barry Ward, etc",N/A,2019,16+,93 min,Action,93,5.0
Movie,Love me tender,Klaudia Reynicke,"Barbara Giordano, etc",Switzerland,2019,13+,82 min,Comedy,82,7.2
Movie,Line Walker 2: Invisible Spy,Jazz Boon,"Louis Koo, etc",N/A,2019,16+,98 min,Action,98,7.0
TV Show,Leo the Truck,N/A,"Maria Poddubnaya, etc",N/A,2021,ALL,1 Season,Kids,200,5.0
Movie,Karnan,Mari Selvaraj,"Dhanush, etc",India,2021,13+,157 min,Action,157,5.0
Movie,Jawker Dhan,Sayantan Ghosal,"Parambrata Chattopadhyay, etc",N/A,2017,13+,104 min,Action,104,4.4
Movie,I Am Watching You,Maureen Bharoocha,"Madeline Zima, etc",N/A,2016,18+,85 min,Suspense,85,5.0
Movie,House Of Setnakht,ahmed adel aqle,"margo hadad, etc",N/A,2019,16+,77 min,Horror,77,6.1
Movie,House Arrest,Harry Winer,"Jamie Lee Curtis, etc",N/A,1996,16+,109 min,Adventure,109,7.2
Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, etc",N/A,2020,18+,75 min,Comedy,75,8.4
Movie,For the Emperor,Sang Jun Park,"Min-ki Lee, etc",N/A,2014,18+,104 min,Action,104,8.1
Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"Pawan Malhotra, etc",N/A,2015,13+,125 min,Drama,125,6.6
Movie,Don't Wake Mommy,"MarVista Entertainment,  Inc.","Ashley Bell, etc",N/A,2016,13+,90 min,Suspense,90,7.5
TV Show,Distemper,N/A,"Abigail Hawk, etc",N/A,2021,13+,1 Season,TV Shows,200,5.0
Movie,Cut The Rope: Om Nom Stories - Learning Time,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, etc",N/A,2021,ALL,47 min,Animation,47,7.2
Movie,Cut The Rope: Om Nom Stories - Getting Healthy,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, etc",N/A,2021,ALL,51 min,Animation,51,5.7
Movie,Corridor Digital,Sam Gorski,"Sam Gorski, etc",N/A,2021,16+,36 min,Action,36,4.3
Movie,Corporate Prey,Dr. Bob Abell,"Dylan Lloyd, etc",N/A,2020,16+,118 min,Action,118,3.8
Movie,BLACKFOX: Age of the Ninja,Koichi Sakamoto,"Chihiro Yamamoto, etc",N/A,2019,13+,93 min,Action,93,7.8
Movie,Baba Keno Chakar,Swapan Saha,"Prosenjit Chatterjee, etc",N/A,1997,ALL,152 min,Drama,152,5.1
Movie,American Cannibal,Kelly LaMarr,"Mitch Lerner, etc",N/A,2021,18+,79 min,Horror,79,4.3
Movie,All Hallows' Eve,Charlie Vaughn,"Lexi Giovagnoli, etc",N/A,2016,NR,92 min,Kids,92,4.2
Movie,911 Nightmare,"Craig Moss, J. Bryan Dick","Fiona Gubelmann, etc",N/A,2016,NR,86 min,Suspense,86,6.8
TV Show,7 LOVE,N/A,"PRANJALI KANZARKAR, etc",N/A,2021,16+,1 Season,Romance,200,7.8
Movie,100 Streets,Jim O'Hanlon,"Idris Elba, etc",N/A,2017,18+,94 min,Action,94,4.9
Movie,"You Belong to Me: Sex, Race and Murder in the South",John Cork,N/A,United States,2015,16+,88 min,Documentary,88,6.2
Movie,When Margaux Meets Margaux,Sophie Fillières,"Sandrine Kiberlain, etc",N/A,2019,13+,96 min,Comedy,96,8.2
Movie,The Magical Powers of Morphle,Arthur van Merwijk,N/A,N/A,2019,ALL,43 min,Animation,43,6.4
Movie,The Farewell,Lulu Wang,"Awkwafina, etc",United States,2019,13+,100 min,Arts,100,5.0
Movie,The Engagement Ring,Steven Schachter,"Patricia Heaton, etc",N/A,2005,NR,91 min,Comedy,91,2.9
Movie,The Curse of Sleeping Beauty,Pearry Reginald Teo,"Ethan Peck, etc",N/A,2016,16+,87 min,Horror,87,6.3
Movie,The Cat in the Hat Knows a Lot About Camping!,Paul Hunt,"Martin Short, etc",N/A,2017,ALL,58 min,Kids,58,6.8
Movie,The Blackwell Ghost,None,"Ruth Blackwell, etc",N/A,2017,16+,60 min,Documentary,60,5.7
Movie,The Blackout,Daniela De Carlo,"Leah Henoch, etc",N/A,2021,13+,79 min,Comedy,79,5.0
Movie,Suicide Note,Jake Helgren,"Kirby Bliss Blanton, etc",N/A,2016,NR,92 min,Suspense,92,4.5
Movie,Street Dancer 3D,Remo D'Souza,"Varun Dhawan, etc",United Kingdom,2020,13+,141 min,Drama,141,5.0
Movie,Standing Eight,Brian Kazmarck,"Kazy Tauginas, etc",N/A,2019,16+,27 min,Drama,27,5.0
Movie,Queen Victoria: Secrets of a Queen,"Christian Schidlowski, Peter Bardehle",N/A,N/A,2017,ALL,58 min,Documentary,58,6.4
Movie,Odd Squad - The World Turned Odd,J.J. Johnson,"Anna Cathcart, etc",N/A,2018,ALL,44 min,Kids,44,2.5
Movie,Nursery Rhymes for Kids - Little Baby Bum,Cannis Holder,N/A,N/A,2019,ALL,36 min,Kids,36,7.2
Movie,Mikey,Dennis Dimster,"Brian Bonsall, etc",N/A,1992,16+,88 min,Horror,88,6.9
Movie,Midsommar,Ari Aster,"Florence Pugh, etc",N/A,2019,16+,147 min,Arts,147,6.2
Movie,M.F.A.,Natalia Leite,"Francesca Eastwood, etc",N/A,2017,18+,92 min,Drama,92,7.5
Movie,I'm Your Woman,Julia Hart,"Rachel Brosnahan, etc",United States,2020,16+,120 min,Drama,120,7.2
Movie,Honesty Weekend,Leslie Thomas,"Adam Bartley, etc",N/A,2021,18+,89 min,Comedy,89,7.3
Movie,Forgotten Ellis Island,Lorie Conway,"Elliott Gould, etc",N/A,2007,ALL,57 min,Documentary,57,5.0
Movie,Floating City,Yim Ho,"Aaron Kwok, etc",N/A,2012,16+,105 min,Drama,105,5.0
Movie,CIRCLES vol 1,Shatifah Carter,N/A,N/A,2021,18+,83 min,Romance,83,4.6
Movie,Ceasefire,Emmanuel Courcol,"Romain Duris, etc",N/A,2017,13+,104 min,Action,104,5.3
Movie,Blackbird,Roger Mitchell,"Susan Sarandon, etc",N/A,2020,16+,98 min,Drama,98,6.4
Movie,Valley of the Gods,Lech Majewski,"John Malkovick, etc",N/A,2020,16+,127 min,Action,127,7.3
Movie,Pak Pak Pakaak,Gautam Joglekar,"Nana Patekar, etc",N/A,2005,ALL,138 min,Action,138,5.9
Movie,One Step Behind the Seraphim,Daniel Sandu,"Stefan Iancu, etc",N/A,2020,18+,147 min,Drama,147,8.3
Movie,I Am Not Madame Bovary,Xiaogang Feng,"Fan Bingbing, etc",N/A,2016,16+,139 min,Comedy,139,5.0
Movie,Asin_tombstone_test_target_04,Test Director,"Test Actor 1, etc",N/A,2019,ALL,0 min,Comedy,0,5.0
Movie,What the Waters Left Behind,"Nicolás Onetti, Luciano Onetti","Agustín Pardella, etc",N/A,2018,18+,95 min,Horror,95,8.0
Movie,Unlawful Duties,Sunil Kulkarni,"Chrystopher Avant, etc",N/A,2021,18+,9 min,Action,9,5.0
Movie,Un Regalo Esencial,Jose Mario Salas Boza,"Viviana Calderon, etc",N/A,2020,13+,108 min,Arts,108,7.8
Movie,The Time Traveler,Nico Mastorakis,"Keir Dullea, etc",N/A,1984,13+,101 min,Science Fiction,101,6.3
Movie,The Naked Truth,Nico Mastorakis,"Robert Caso, etc",N/A,1992,16+,99 min,Comedy,99,5.0
Movie,The Attorney,Woo-seok Yang,"Kang-ho Song, etc",N/A,2014,16+,127 min,Drama,127,5.0
Movie,Terminal Exposure,Nico Mastorakis,"Mark Hennessy, etc",N/A,1987,16+,100 min,Action,100,7.2
Movie,T-Rex Ranch - Giant T-Rex Dinosaurs - Dinosaur Videos for Kids,Arron Michael,"LB, etc",N/A,2020,ALL,31 min,Kids,31,2.6
Movie,Scare Attraction,Steven M. Smith,"Tony Fadil, etc",N/A,2019,18+,73 min,Horror,73,7.0
Movie,Saathiya,Shaad Ali,"Rani Mukerji, etc",India,2002,ALL,138 min,Drama,138,5.0
Movie,Rendez-vous,Pablo Olmos Arrayales,"Antonio Alcántara, etc",N/A,2021,16+,106 min,Drama,106,7.5
Movie,Rakhwala,K. Muralimohana Rao,"Anil Kapoor, etc",N/A,1989,13+,158 min,Drama,158,7.6
Movie,Predatory Lender,Vert Wright,"Jim Meyer, etc",N/A,2021,16+,82 min,Drama,82,6.3
Movie,Permission,Brian Crano,"Rebecca Hall, etc",N/A,2018,18+,98 min,Comedy,98,6.2
Movie,Paper Moon,Peter Bogdanovich,"Ryan O'Neal, etc",N/A,1973,16+,102 min,Comedy,102,8.0
TV Show,Nursery Rhymes and Kids Songs by Little Baby Bum,N/A,N/A,N/A,2015,ALL,10 Seasons,Kids,2000,5.0
Movie,Miracle In The Woods,Arthur Allan Seidelman,"Meredith Baxter, etc",N/A,1997,13+,92 min,Drama,92,5.4
Movie,Midnight Devils,"Abel Berry, Jennifer Michelle Stone II","Michael Berryman, etc",N/A,2020,18+,79 min,Horror,79,5.0
Movie,Mega Dinosaur Fun T-Rex Ranch,Aaron Michael,"LB, etc",N/A,2018,ALL,12 min,Kids,12,5.8
Movie,Leave No Trace,Debra Granik,"Ben Foster, etc",United States,2018,16+,109 min,Drama,109,5.2
Movie,Hansel and Gretel,Len Talan,"David Warner, etc",N/A,1988,ALL,89 min,Arts,89,6.6
Movie,Glitch!,Nico Mastorakis,"Will Egan, etc",N/A,1988,16+,86 min,Comedy,86,7.7
TV Show,Gecko's Garage - Vehicle Cartoons for Kids,N/A,N/A,N/A,2016,ALL,3 Seasons,Animation,600,6.2
Movie,Fun Play Vehicles For Kids - Gecko's Real Vehicles,Christian Hughes,N/A,N/A,2019,ALL,46 min,Kids,46,5.3
Movie,Enter the Dangerous Mind,Youssef Delara,"Jake Hoffman, etc",N/A,2015,18+,89 min,Horror,89,7.8
TV Show,Dr. Poppy's Animal Rescue,N/A,N/A,N/A,2018,ALL,1 Season,Kids,200,5.0
TV Show,Dinosaur Quests with The Park Rangers by T-Rex Ranch,N/A,"Aaron Michael, etc",N/A,2019,ALL,6 Seasons,Kids,1200,5.0
Movie,Blood Pi,Jordan Pacheco,"Lilith Astaroth, etc",N/A,2016,18+,91 min,Horror,91,4.7
Movie,Asintombstonetest-target,Test Director,"Test Actor 1, etc",N/A,2019,ALL,0 min,Comedy,0,5.9
TV Show,Arpo: The Robot for All Kids,N/A,N/A,N/A,2018,ALL,3 Seasons,Animation,600,6.8
Movie,Yakov Smirnoff: United We Laugh,Yakov Smirnoff,"Yakov Smirnoff, etc",N/A,2020,16+,75 min,Arts,75,5.0
Movie,Trumbo,Jay Roach,"Bryan Cranston, etc",N/A,2015,16+,125 min,Drama,125,8.1
Movie,Tooth Fairy 2: The Root of Evil,Louisa Warren,"Jake Watkins, etc",N/A,2020,18+,91 min,Horror,91,6.0
Movie,The Truth About Emanuel,Francesca Gregorini,"Kaya Scodelario, etc",N/A,2014,NR,96 min,Drama,96,7.5
TV Show,The Family Man,N/A,"Manoj Bajpayee, etc",India,2021,13+,2 Seasons,Action,400,5.0
Movie,Rajkumar,K. Shankar,"Shammi Kapoor, etc",N/A,1964,ALL,164 min,Arts,164,5.0
Movie,Parentesi Tonde,Michele Lunella,"Raffaella Lecciso, etc",N/A,2021,16+,88 min,Comedy,88,3.7
Movie,Ninja Academy,Nico Mastorakis,"Gerald Okamura, etc",N/A,1991,18+,89 min,Action,89,5.0
Movie,Murder in Gavea,André Warwar,"Ricardo Duque, etc",N/A,2017,16+,78 min,Drama,78,6.2
TV Show,Muffin Socks,N/A,N/A,N/A,2021,ALL,1 Season,Animation,200,7.2
Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, etc",N/A,2017,13+,92 min,Adventure,92,7.0
Movie,Little Baby Bum - Wash Your Hands Song & More Nursery Rhymes For Kids,Cannis Holder,N/A,N/A,2020,ALL,30 min,Kids,30,6.0
Movie,Goko Mako,Arunkanth V,"Ramkumar, etc",N/A,2019,13+,96 min,Action,96,6.9
Movie,Go Buster - Cartoons for Kids,"Richard Hickey, Nick Hatton Jones",N/A,N/A,2019,ALL,36 min,Kids,36,6.6
Movie,Flying Tigers,David Miller,"John Wayne, etc",N/A,1942,ALL,102 min,Action,102,7.2
Movie,Evil Boy,Olga Gorodetskaya,"Elena Lyadova, etc",N/A,2020,16+,90 min,Drama,90,6.3
Movie,Emergency Vehicles for Kids - Gecko's Real Vehicles,Christian Hughes,N/A,N/A,2019,ALL,45 min,Kids,45,6.7
Movie,Drug War,Johnnie To,"Louis Koo, etc",N/A,2013,16+,107 min,Action,107,7.4
Movie,Dream Visions,Christian Smooth,"Corry Mcghee, etc",N/A,2021,18+,75 min,Drama,75,5.0
Movie,Counter Investigation,Franck Mancuso,"Jean Dujardin, etc",N/A,2007,16+,81 min,Action,81,7.1
Movie,Break Even,Shane Stanley,"Tasya Teles, etc",N/A,2020,18+,96 min,Action,96,2.3
Movie,Black Screen Ocean Waves for Sleep 9 hours,Mark Knight,N/A,N/A,2017,ALL,541 min,Special Interest,541,3.9
Movie,Alejandro,"Emmanuel Ndejito, Joseph Duke, Mark Gullickson","Tina Mba, etc",N/A,2021,13+,99 min,Drama,99,5.8
Movie,Akron,"Sasha King, Brian O'Donnell","Matthew Frias, etc",N/A,2017,18+,88 min,Arthouse,88,5.0
Movie,Yakov Smirnoff's Happily Ever Laughter,Donn Johnson,"Yakov Smirnoff, etc",N/A,2016,13+,82 min,Arts,82,5.0
Movie,Trip to the Tax Paradise,Antonio Bellido,"Luisa Gil, etc",N/A,2021,13+,73 min,Arts,73,6.9
TV Show,The Great Passage,N/A,N/A,N/A,2016,NR,1 Season,Anime,200,1.7
Movie,Take Me to Tarzana,Maceo Greenberg,"Andrew Creer, etc",N/A,2021,18+,107 min,Comedy,107,4.5
TV Show,Scum's Wish,N/A,N/A,N/A,2017,NR,1 Season,Anime,200,5.9
Movie,Sandeep Aur Pinky Faraar,Dibakar Banerjee,"Parineeti Chopra, etc",India,2021,13+,123 min,Drama,123,6.2
Movie,Once Upon a Time in London,Simon Rumley,"Terry Stone, etc",United Kingdom,2019,13+,111 min,Action,111,6.1
Movie,Not Left In Vegas,Kamal Smith,"Nunu Thurman, etc",N/A,2020,18+,120 min,Comedy,120,5.0
Movie,Mohan Kumar Fans,Jis Joy,"Kunchacko Boban, etc",N/A,2021,13+,125 min,Comedy,125,5.5
Movie,Major Ajay Krishna,Anil Ravipudi,"Mahesh Babu, etc",India,2020,13+,171 min,Action,171,6.7
Movie,Little Baby Bus - The Giant Ice Cream & More Cartoons for Kids,Moonbug Entertainment,N/A,N/A,2020,ALL,30 min,Kids,30,5.8
Movie,LIttle Baby Bum - Healthy Habits & More Nursery Rhymes for Kids,N/A,N/A,N/A,2020,ALL,34 min,Kids,34,7.0
Movie,Krishnan,Anil Ravipudi,"Mahesh Babu, etc",India,2020,13+,171 min,Action,171,4.6
Movie,KiiYii - Miss Polly Had A Dolly - Valentines Day Nursery Rhymes for Kids,Moonbug Entertainment,N/A,N/A,2020,ALL,29 min,Kids,29,9.1
Movie,Josh Blue: Broccoli,Brandon Naughton,"Josh Blue, etc",N/A,2020,13+,65 min,Arts,65,8.0
Movie,Gecko's Garage Vol. 3,N/A,N/A,N/A,2019,ALL,55 min,Kids,55,5.9
Movie,Dope Fiend,Ron Elliot,"Andra Fuller, etc",N/A,2017,18+,88 min,Drama,88,5.0
Movie,As It Happened: Tarawa,Ashley Gething,"Stephen Rasbrook, etc",N/A,2020,13+,44 min,Documentary,44,5.0
Movie,Antardwand,Sushil Rajpal,"Swati Sen, etc",India,2010,13+,104 min,Drama,104,5.0
Movie,An Inconvenient Truth,Davis Guggenheim,"Al Gore, etc",N/A,2006,16+,97 min,Arthouse,97,5.0
Movie,Yeh Dillagi,Naresh Malhotra,"Kajol, etc",India,1994,ALL,154 min,Drama,154,7.1
Movie,Velaiilla Pattadhari 2,Soundarya Rajnikanth,"Dhanush, etc",N/A,2017,ALL,120 min,Drama,120,5.0
Movie,Tubelight,Kabir Khan,"Salman Khan, etc",India,2017,ALL,130 min,Drama,130,6.5
Movie,Theri,Atlee Kumar,"Vijay, etc",India,2016,ALL,150 min,Action,150,6.5
Movie,Theeran Adhigaaram Ondru,H.Vinoth,"Karthi, etc",N/A,2017,13+,156 min,Action,156,5.0
Movie,The Ghazi Attack (Hindi),Sankalp,"Rana Daggubati, etc",N/A,2017,13+,123 min,Drama,123,4.6
Movie,Tashan,Vijay Krishna Acharya,"Akshay Kumar, etc",India,2008,16+,147 min,Action,147,5.0
Movie,Sketch,Vijay Chandar,"Vikram, etc",India,2018,13+,131 min,Action,131,7.3
Movie,Silsila,Yash Chopra,"Shashi Kapoor, etc",India,1981,7+,180 min,Drama,180,5.5
Movie,Silence (Malayalam),Hemant Madhukar,"Anushka Shetty, etc",N/A,2020,18+,126 min,Suspense,126,8.2
Movie,SI 3,Hari,"Suriya, etc",India,2017,ALL,152 min,Action,152,7.1
Movie,Sawaal,N/A,N/A,N/A,1982,ALL,130 min,Drama,130,5.0
Movie,Salaam Namaste,Siddharth Raj Anand,"Saif Ali Khan, etc",N/A,2005,13+,158 min,Drama,158,5.4
Movie,Raju Gari Gadhi 2,Ohmkar,"Nagarjuna Akkineni, etc",N/A,2017,13+,122 min,Drama,122,4.2
Movie,Raja The Great,Anil Ravipudi,"Ravi Teja, etc",India,2017,13+,150 min,Drama,150,7.8
Movie,Rab Ne Bana Di Jodi,Aditya Chopra,"Shah Rukh Khan, etc",India,2008,ALL,164 min,Drama,164,6.2
Movie,Raaz Reboot,Vikram Bhatt,"Emraan Hashmi, etc",India,2016,13+,128 min,Horror,128,5.0
Movie,Pudhu Nellu Pudhu Naathu,Bharathiraja,"Napoleon, etc",N/A,1991,ALL,142 min,Drama,142,7.2
Movie,Ponmagal Vandhal,JJ Fredrick,"Jyotika, etc",India,2020,18+,123 min,Drama,123,6.5
Movie,Penguin (Malayalam),Eashvar Karthic,"Keerthy Suresh, etc",N/A,2020,18+,132 min,Drama,132,5.0
Movie,P!nk: All I Know So Far,Michael Gracey,N/A,United States,2021,16+,99 min,Documentary,99,7.4
Movie,OK Jaanu,Shaad Ali,"Aditya Roy Kapur, etc",India,2017,13+,135 min,International,135,3.6
Movie,Nukazooka Special,Andrew McMurry,"Andrew McMurry, etc",N/A,2021,13+,45 min,Action,45,7.4
Movie,Noorie,Manmohan Krishna,"Poonam Dhillon, etc",India,1979,16+,120 min,International,120,5.0
Movie,Nishabdham,Hemant Madhukar,"Anushka Shetty, etc",N/A,2020,16+,126 min,Suspense,126,2.4
Movie,Newton,Amit V Masurkar,"Rajkummar Rao, etc",N/A,2017,13+,105 min,Drama,105,7.3
Movie,Mujhse Fraaandship Karoge,Nupur Asthana,"Saqib Saleem, etc",India,2011,13+,105 min,International,105,6.7
Movie,Meri Pyaari Bindu,Akshay Roy,"Ayushmann Khurrana, etc",India,2017,13+,117 min,Comedy,117,6.3
Movie,Mere Brother Ki Dulhan,Ali Abbas Zafar,"Imran Khan, etc",India,2011,13+,139 min,Comedy,139,5.0
Movie,Mashaal,Yash Chopra,"Anil Kapoor, etc",India,1984,ALL,169 min,Drama,169,6.4
Movie,Marriage of Lies,Danny J. Boyle,"April Bowlby, etc",N/A,2016,NR,90 min,Suspense,90,8.1
Movie,Mardaani,Pradeep Sarkar,"Rani Mukerji, etc",India,2014,18+,113 min,Drama,113,3.2
Movie,Maanagaram,Lokesh Kanagaraj,"Sundeep Kishan, etc",India,2017,13+,136 min,Action,136,7.0
Movie,Losing My Marbles,Julia Rezende,"Debora Falabella, etc",N/A,2021,16+,91 min,Comedy,91,5.0
Movie,Lamhe,Yash Chopra,"Anil Kapoor, etc",India,1991,ALL,188 min,Drama,188,4.9
Movie,Kill Dil,Shaad Ali,"Ranveer Singh, etc",N/A,2014,13+,118 min,International,118,5.0
Movie,Kal Ho Naa Ho,Nikkhil Advani,"Shah Rukh Khan, etc",India,2003,ALL,187 min,Comedy,187,6.1
Movie,Kabul Express,Kabir Khan,"John Abraham, etc",India,2006,13+,105 min,Action,105,6.3
Movie,Kabhi Kabhie,Yash Chopra,"Rakhee Gulzar, etc",N/A,1976,13+,173 min,Drama,173,7.1
Movie,Kabali,Pa. Ranjith,"Rajinikanth, etc",India,2016,ALL,143 min,Action,143,4.8
Movie,Kaashmora,Gokul,"Karthi, etc",India,2016,13+,162 min,Horror,162,6.8
Movie,Joker,Raju Murugan,"Guru Somasundaram, etc",India,2016,ALL,129 min,Comedy,129,7.0
Movie,Jab Tak Hai Jaan,Yash Chopra,"Katrina Kaif, etc",India,2012,13+,176 min,Drama,176,5.0
Movie,Hum Tum,Kunal Kohli,"Kiron Kher, etc",N/A,2004,ALL,143 min,Comedy,143,7.1
Movie,Hara Hara Mahadevaki,Santhosh P Jayakumar,"Gautham Karthik, etc",N/A,2017,18+,128 min,Comedy,128,5.5
Movie,Halal Love Story,Zakariya,"Indrajith Sukumaran, etc",India,2020,13+,116 min,Comedy,116,5.0
Movie,Ghazi (Telegu),Sankalp,"Rana Daggubati, etc",N/A,2017,ALL,116 min,Drama,116,6.2
Movie,Ghazi (Tamil),Sankalp,"Rana Daggubati, etc",N/A,2017,ALL,118 min,Drama,118,5.0
Movie,George Reddy,B. Jeevan Reddy,"Sandeep Madhav, etc",India,2019,13+,150 min,Drama,150,7.1
Movie,Fukrey,Mrighdeep Singh Lamba,"Richa Chadha, etc",N/A,2013,13+,136 min,Comedy,136,8.6
Movie,Fanaa,Kunal Kohli,"Aamir Khan, etc",India,2006,13+,168 min,Romance,168,8.1
Movie,Fan,Maneesh Sharma,"Shah Rukh Khan, etc",India,2016,13+,138 min,Drama,138,6.3
Movie,Don,Farhan Akhtar,"Shah Rukh Khan, etc",N/A,2006,13+,169 min,Action,169,7.3
Movie,Dilwale Dulhania Le Jayenge,Aditya Chopra,"Shah Rukh Khan, etc",India,1995,7+,190 min,Romance,190,5.6
Movie,Dil Bole Hadippa,Anurag Singh,"Shahid Kapoor, etc",India,2009,13+,146 min,Comedy,146,5.0
Movie,Dhruvangal Pathinaru,Karthick Naren,"Rahman, etc",N/A,2016,13+,104 min,International,104,6.6
Movie,Dhoom:2,Sanjay Gadhvi,"Abhishek Bachchan, etc",India,2006,13+,152 min,Action,152,5.0
Movie,Detective Byomkesh Bakshy,Dibakar Banerjee,"Anand Tiwari, etc",N/A,2015,16+,138 min,Suspense,138,5.0
